loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
2217338409,02/03/2021,0549,PPS,MARK J. POMPEANI DDS INC,22725 Fairview Center Dr Ste 150,Fairview Park,OH,44126-3612,02/12/2022,Paid in Full,60,100,58575,58575,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,Fairview Park,CUYAHOGA,OH,44126-3612,OH-07,6,621210,White,Not Hispanic or Latino,1,58570,,,,,,Subchapter S Corporation,56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Unanswered,,58940.89,09/29/2021
3783658508,02/24/2021,0593,PPS,SONG'S SUSHI LLC,5516 Airway Rd,Dayton,OH,45431-1505,08/06/2021,Paid in Full,60,100,58575,58575,0,,108981,Pathways Financial CU,5665 N Hamilton Rd,COLUMBUS,OH,43230-8326,U,N,N,Existing or more than 2 years old,Dayton,MONTGOMERY,OH,45431-1505,OH-10,7,722511,Asian,Not Hispanic or Latino,,58575,,,,,,Limited  Liability Company(LLC),108981,Pathways Financial CU,COLUMBUS,OH,Female Owned,Non-Veteran,,58819.06,07/27/2021
5088878403,02/07/2021,0549,PPS,NEXGOAL LLC,1471 Lear Industrial Pkwy,Avon,OH,44011-1359,08/16/2022,Paid in Full,60,100,58572,58572,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,Existing or more than 2 years old,Avon,LORAIN,OH,44011-1359,OH-05,5,812990,Unanswered,Unknown/NotStated,1,58568,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,59408.28,07/14/2022
2681198310,01/21/2021,0593,PPS,NAVIAYASHEE HOSPITALITY LLC,1800 Stringtown Rd,Grove City,OH,43123-9049,03/19/2022,Paid in Full,60,100,58570.16,58570.16,0,,58336,Somerville Bank,601 Hillcrest Dr,Eaton,OH,45320,U,N,N,Existing or more than 2 years old,Grove City,FRANKLIN,OH,43123-9049,OH-15,7,721110,Asian,Not Hispanic or Latino,1,58568.16,,,,,,Corporation,58336,Somerville Bank,Eaton,OH,Male Owned,Non-Veteran,,58947.61,09/17/2021
2668547710,05/01/2020,0593,PPP,JAY'S CAJUN CUISINE INC.,10705 BLACKLICK EASTERN RD,PICKERINGTON,OH,43147,06/24/2021,Paid in Full,24,100,58570,58570,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,PICKERINGTON,FAIRFIELD,OH,43147-0001,OH-12,8,999990,Asian,Not Hispanic or Latino,4643,43927,,10000,,,,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Male Owned,Non-Veteran,,59158.34,05/06/2021
8512827908,06/18/2020,0593,PPP,LUKJAN WHOLESALE SUPPLY INC,4315 Gibson Drive,TIPP CITY,OH,45371-9449,06/23/2021,Paid in Full,60,100,58557.5,58557.5,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,R,N,N,Existing or more than 2 years old,TIPP CITY,MIAMI,OH,45371-9449,OH-15,4,332322,Unanswered,Unknown/NotStated,,58557.5,,,,,,Subchapter S Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Non-Veteran,,59056.44,04/29/2021
2776838304,01/21/2021,0549,PPS,CLEVELAND OHIO POWDER COATING COMPANY,1435 Warren Rd,Lakewood,OH,44107-3946,12/09/2021,Paid in Full,60,100,58550,58550,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,Lakewood,CUYAHOGA,OH,44107-3946,OH-11,7,325510,Unanswered,Unknown/NotStated,1,58549,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,59031.41,11/19/2021
3488768307,01/22/2021,0549,PPS,RECYCLE SERVICES LLC,3793 Silica Rd Ste B,Sylvania,OH,43560-9814,08/06/2021,Paid in Full,60,100,58543,58543,0,,449988,"Waterford Bank, National Association",3900 N McCord Rd,TOLEDO,OH,43617-1049,U,N,N,Existing or more than 2 years old,Sylvania,LUCAS,OH,43560-9814,OH-09,6,423930,Unanswered,Unknown/NotStated,1,58541,,,,,,Limited  Liability Company(LLC),449988,"Waterford Bank, National Association",TOLEDO,OH,Unanswered,Unanswered,,58816.2,07/14/2021
8177367707,05/01/2020,0549,PPP,AMERICAN PATRIOT TITLE AGENCY,5425 DETROIT RD,SHEFFIELD VLG,OH,44054,10/15/2021,Paid in Full,24,100,58542,58542,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,SHEFFIELD VLG,LORAIN,OH,44054-0001,OH-05,500,541191,Unanswered,Unknown/NotStated,,58542,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,59333.94,09/15/2021
3943617402,05/08/2020,0593,PPP,BILL GABBARD,7372 LIBERTY DR,LIBERTY TWP,OH,45044,10/15/2021,Paid in Full,24,100,58541,58541,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,Y,Existing or more than 2 years old,LIBERTY TWP,BUTLER,OH,45044-0001,OH-01,2,531210,Unanswered,Unknown/NotStated,,58541,,,,,,Independent Contractors,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,59342.69,09/20/2021
7008438509,03/05/2021,0549,PPS,BOOT ELECTRIC LLC,3110 W Middletown Rd,Columbiana,OH,44408-9348,11/02/2021,Paid in Full,60,100,58540,58540,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Columbiana,MAHONING,OH,44408-9348,OH-06,9,238210,White,Not Hispanic or Latino,,58540,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,58820.67,08/31/2021
1778878500,02/19/2021,0549,PPS,AIR CLEANING SYSTEMS  INC,12300 Kinsman Rd # H-1,Newbury,OH,44065-8804,10/19/2022,Charged Off,41,100,58532,58532,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,R,N,N,Existing or more than 2 years old,Newbury,GEAUGA,OH,44065-8804,OH-14,4,333413,Unanswered,Unknown/NotStated,1,58529,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,,
2757607401,05/06/2020,0549,PPP,JIM BAIN & SONS PAVING CONTRACTORS INC,439 West Sylvania Avenue,Toledo,OH,43612,11/17/2021,Paid in Full,24,100,58532,58532,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,Y,Existing or more than 2 years old,Toledo,LUCAS,OH,43612-0010,OH-09,10,238990,White,Not Hispanic or Latino,,58532,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,53373.93,04/06/2021
8187077707,05/01/2020,0593,PPP,ACUTEK ASSOCIATES LLC,11433 WILLIAMSON RD,BLUE ASH,OH,45241,01/22/2021,Paid in Full,24,100,58529,58529,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,BLUE ASH,HAMILTON,OH,45241-0001,OH-08,7,541330,Unanswered,Unknown/NotStated,,58529,,,,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,58860.66,11/25/2020
1031508703,03/26/2021,0549,PPS,"THE MILLER FIREWORKS COMPANY, INC.",501 Glengary Rd,Holland,OH,43528-9416,07/20/2021,Paid in Full,60,100,58528.52,58528.52,0,,53250,The Farmers & Merchants State Bank,307 N Defiance St,ARCHBOLD,OH,43502-1162,U,N,N,Existing or more than 2 years old,Holland,LUCAS,OH,43528-9416,OH-09,55,423920,Unanswered,Unknown/NotStated,1,58525.52,,,,,,Subchapter S Corporation,53250,The Farmers & Merchants State Bank,ARCHBOLD,OH,Unanswered,Unanswered,,58669.63,06/30/2021
3064898503,02/22/2021,0593,PPS,SAMPETER HOLDINGS LLC,8079 Pineterrace Dr,Cincinnati,OH,45255-3183,02/12/2022,Paid in Full,60,100,58520,58520,0,Street Corner,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,Cincinnati,HAMILTON,OH,45255-3183,OH-01,6,722513,White,Not Hispanic or Latino,1,58517,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Veteran,,58967.32,12/16/2021
7143698400,02/11/2021,0549,PPS,PAOLUCCI LAW LLC,1 Cascade Plz Ste 1015,Akron,OH,44308-1129,11/19/2021,Paid in Full,60,100,58515,58515,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,Akron,SUMMIT,OH,44308-1129,OH-13,4,541110,White,Unknown/NotStated,1,58510,,,,,,Limited  Liability Company(LLC),48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,58892.52,10/08/2021
2687347105,04/11/2020,0593,PPP,"DELONG INSURANCE AGENCY, INC.",123 North Scioto Street PO Box 8,CIRCLEVILLE,OH,43113-1629,02/23/2021,Paid in Full,24,100,58507.5,58507.5,0,,57656,Kingston National Bank,2 N Main St,KINGSTON,OH,45644-9745,R,Y,Y,Existing or more than 2 years old,CIRCLEVILLE,PICKAWAY,OH,43113-1629,OH-02,5,524210,Unanswered,Unknown/NotStated,,58507.5,,,,,,Corporation,57656,Kingston National Bank,KINGSTON,OH,Unanswered,Unanswered,,58787.04,10/13/2020
9314887200,04/28/2020,0593,PPP,MANSFIELD HOTEL LLC,500 N TRIMBLE RD,MANSFIELD,OH,44906-2102,05/21/2021,Paid in Full,24,100,58507,58507,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,R,Y,Y,Existing or more than 2 years old,MANSFIELD,RICHLAND,OH,44906-2102,OH-04,23,721110,Black or African American,Unknown/NotStated,14625,43882,,,,,,Limited  Liability Company(LLC),57912,The Park National Bank,NEWARK,OH,Unanswered,Unanswered,,59052,04/06/2021
9427178409,02/17/2021,0549,PPS,CALINAILS1 LLC,26300 Cedar Rd Ste 1215,Beachwood,OH,44122-1182,10/15/2022,Paid in Full,60,100,58507,58507,0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,N,Existing or more than 2 years old,Beachwood,CUYAHOGA,OH,44122-1182,OH-11,10,812113,Unanswered,Unknown/NotStated,1,58504,,,,,,Limited  Liability Company(LLC),456756,Cross River Bank,TEANECK,NJ,Unanswered,Unanswered,,59427.08,09/20/2022
2211807705,05/01/2020,0549,PPP,SWEET MOSES LTD,6800 DETROIT AVENUE,CLEVELAND,OH,44102,07/22/2021,Paid in Full,24,100,58505,58505,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,CLEVELAND,CUYAHOGA,OH,44102-0001,OH-11,12,722513,Unanswered,Not Hispanic or Latino,5005,45000,,8500,,,,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Male Owned,Non-Veteran,,59151.61,06/14/2021
1011338507,02/18/2021,0549,PPS,FIELD MANAGEMENT GROUP LLC,3660 Center Rd # 174,Brunswick,OH,44212-3620,09/17/2022,Charged Off,31,100,58500,58500,0,,529471,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,U,N,N,Existing or more than 2 years old,Brunswick,MEDINA,OH,44212-3620,OH-07,15,517919,White,Not Hispanic or Latino,,58500,,,,,,Limited  Liability Company(LLC),529471,Itria Ventures LLC,New York,NY,Male Owned,Non-Veteran,,,
1103187108,04/09/2020,0549,PPP,CONGREGATION SHAAREY TIKVAH,26811 Fairmount Blvd,BEACHWOOD,OH,44122-2200,02/24/2021,Paid in Full,24,100,58500,58500,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,BEACHWOOD,CUYAHOGA,OH,44122-2200,OH-11,4,813110,Unanswered,Unknown/NotStated,,58500,,,,,,Non-Profit Organization,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,Y,58929.53,01/07/2021
1160757806,05/01/2020,0593,PPP,THE BRUNNER LITERACY CENTER,4825 Salem Ave,Trotwood,OH,45416-1715,03/18/2021,Paid in Full,24,100,58500,58500,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,Y,Existing or more than 2 years old,Trotwood,MONTGOMERY,OH,45416-1715,OH-10,8,611699,Unanswered,Unknown/NotStated,,58500,,,,,,,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,58956.63,02/17/2021
1518347110,04/10/2020,0549,PPP,"HAAS BAKERY OREGON, LLC",2306 Starr Ave,OREGON,OH,43616-2008,07/20/2021,Paid in Full,24,100,58500,58500,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,OREGON,LUCAS,OH,43616-2008,OH-09,21,311811,Unanswered,Unknown/NotStated,,58500,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,59206.81,07/02/2021
1729487204,04/15/2020,0549,PPP,LAKEWOOD TIRE AND AUTO,13740 MADISON AVE,LAKEWOOD,OH,44107-4743,12/17/2020,Paid in Full,24,100,58500,58500,0,,88967,"Dollar Bank, A Federal Savings Bank","20 Stanwix Street, 18th Floor",PITTSBURGH,PA,15222,U,N,N,Existing or more than 2 years old,LAKEWOOD,CUYAHOGA,OH,44107-4743,OH-11,7,811111,White,Not Hispanic or Latino,,58500,,,,,,Sole Proprietorship,88967,"Dollar Bank, A Federal Savings Bank",PITTSBURGH,PA,Male Owned,Non-Veteran,,58834.75,11/23/2020
2160417204,04/15/2020,0549,PPP,IRIE EUCLID LLC,2735 E 40TH ST,CLEVELAND,OH,44115-3510,05/12/2022,Paid in Full,24,100,58500,58500,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,New Business or 2 years or less,CLEVELAND,CUYAHOGA,OH,44115-3510,OH-11,10,722513,Unanswered,Unknown/NotStated,,58500,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,57187.28,08/19/2021
2373147101,04/10/2020,0593,PPP,"MAD RIVER SWINE, LLC",3891 MINK ST,JOHNSTOWN,OH,43031-9529,04/20/2021,Paid in Full,24,100,58500,58500,0,,58322,Civista Bank,100 E Water St,SANDUSKY,OH,44870-2524,R,N,N,Existing or more than 2 years old,JOHNSTOWN,LICKING,OH,43031-9529,OH-12,7,112210,White,Not Hispanic or Latino,5800,46900,5800,,,,,Limited  Liability Company(LLC),58322,Civista Bank,SANDUSKY,OH,Male Owned,Non-Veteran,,59044.37,03/17/2021
2937818507,02/22/2021,0593,PPS,EAGLE FOOD REGISTRATIONS INC,40 N Main St Ste 1880 40 N Main St Ste 1880,Dayton,OH,45423-1041,11/11/2021,Paid in Full,60,100,58500,58500,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,N,Existing or more than 2 years old,Dayton,MONTGOMERY,OH,45423-1041,OH-10,3,541990,Unanswered,Unknown/NotStated,,58500,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,58888.38,10/25/2021
3135977200,04/16/2020,0549,PPP,ELEANORE AWADALLA DDS,4303 TALMADGE RD STE 101,TOLEDO,OH,43623-3532,05/06/2021,Paid in Full,24,100,58500,58500,0,,256729,"Signature Bank, National Association",4607 W Sylvania Ave,TOLEDO,OH,43623-3203,U,N,N,Existing or more than 2 years old,TOLEDO,LUCAS,OH,43623-3532,OH-09,6,621210,Unanswered,Unknown/NotStated,,43875,,,,14625,,Sole Proprietorship,256729,"Signature Bank, National Association",TOLEDO,OH,Unanswered,Unanswered,,59083.4,04/26/2021
3422598508,02/23/2021,0549,PPS,JIM BAIN & SONS PAVING CONTRACTORS INC.,439 W Sylvania Ave,Toledo,OH,43612-1962,12/16/2021,Paid in Full,60,100,58500,58500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,Y,Existing or more than 2 years old,Toledo,LUCAS,OH,43612-1962,OH-09,10,238990,White,Not Hispanic or Latino,1,58498,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58911.9,11/09/2021
3758827110,04/12/2020,0549,PPP,WAIN SECURITY,8803 Brecksville Rd,BRECKSVILLE,OH,44141-1932,05/22/2021,Paid in Full,24,100,58500,58500,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,BRECKSVILLE,CUYAHOGA,OH,44141-1932,OH-07,4,561621,Unanswered,Unknown/NotStated,,58500,,,,,,Subchapter S Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,59091.41,04/29/2021
4203187109,04/13/2020,0593,PPP,OHIO VALLEY PET CARE LLC,4528 Summerside Rd,CINCINNATI,OH,45245,04/20/2021,Paid in Full,24,100,58500,58500,0,TailWaggers Doggy Daycare,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,CINCINNATI,CLERMONT,OH,45245-0001,OH-02,20,541940,White,Not Hispanic or Latino,,58500,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,59004.86,02/26/2021
4207527406,05/08/2020,0549,PPP,"LIGHTHOUSE MANAGEMENT, INC",8575 E WASHINGTON ST.,CHAGRIN FALLS,OH,44023,07/22/2020,Paid in Full,24,100,58500,58500,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,R,N,N,Existing or more than 2 years old,CHAGRIN FALLS,GEAUGA,OH,44023,OH-14,13,722511,Unanswered,Unknown/NotStated,,58500,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,,
5451607206,04/27/2020,0549,PPP,"SYNERGY PHYSICAL THERAPHY AND WELLNESS, LLC",3705 STATE RD,ASHTABULA,OH,44004-5957,02/24/2021,Paid in Full,24,100,58500,58500,0,,59954,CNB Bank,31 S Second St,CLEARFIELD,PA,16830,R,N,N,Existing or more than 2 years old,ASHTABULA,ASHTABULA,OH,44004-5957,OH-14,11,621498,White,Not Hispanic or Latino,,58500,,,,,,Corporation,59954,CNB Bank,CLEARFIELD,PA,Female Owned,Non-Veteran,,58927.93,01/25/2021
5468487105,04/13/2020,0549,PPP,CALINAILS1 LLC,26300 Cedar Rd,BEACHWOOD,OH,44122-1108,08/20/2021,Paid in Full,24,100,58500,58500,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,BEACHWOOD,CUYAHOGA,OH,44122-1108,OH-11,7,812113,Unanswered,Unknown/NotStated,,58500,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,59242.07,08/04/2021
5552927109,04/13/2020,0549,PPP,"ROBERTSON'S PLUMBING & HEATING, INC. OF MALVERN, OHIO",7389 CANTON RD NW,MALVERN,OH,44644-9463,03/12/2021,Paid in Full,24,100,58500,58500,0,,57854,Consumers National Bank,614 E Lincoln Way,MINERVA,OH,44657-2009,R,N,N,Existing or more than 2 years old,MALVERN,CARROLL,OH,44644-9463,OH-06,16,444110,White,Not Hispanic or Latino,,58500,,,,,,Corporation,57854,Consumers National Bank,MINERVA,OH,Male Owned,Non-Veteran,,58878.89,02/16/2021
5660267109,04/13/2020,0549,PPP,C.S. COBLENTZ ENTERPRISES INC,6770 RICHARD RD,HUDSON,OH,44236-1025,01/20/2021,Paid in Full,24,100,58500,58500,0,,53390,The Farmers National Bank of Canfield,20 S Broad St,Canfield,OH,44406-1401,U,N,N,Existing or more than 2 years old,HUDSON,SUMMIT,OH,44236-1025,OH-13,4,236117,Unanswered,Unknown/NotStated,,58500,,,,,,Subchapter S Corporation,57452,"Cortland Bank, A Division of The Farmers National Bank of Canfield",Cortland,OH,Male Owned,Unanswered,,58909.5,12/31/2020
6210977009,04/06/2020,0593,PPP,1166 PARSONS AVE LLC,1166 Parsons Ave,COLUMBUS,OH,43206-3534,01/21/2021,Paid in Full,24,100,58500,58500,0,,57467,Heartland Bank,430 N Hamilton Rd,WHITEHALL,OH,43213-3067,U,Y,Y,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43206-3534,OH-03,7,812210,Unanswered,Not Hispanic or Latino,,58500,,,,,,Limited  Liability Company(LLC),57467,Heartland Bank,WHITEHALL,OH,Male Owned,Veteran,,58895.88,12/15/2020
6546137106,04/14/2020,0593,PPP,"ENTEGRITY CONSULTING GROUP, LLC","5100 SPRINGFIELD ST, SUITE 120",DAYTON,OH,45431-1261,01/08/2021,Paid in Full,24,100,58500,58500,0,,57811,First Financial Bank,255 E Fifth St Ste 700,CINCINNATI,OH,45202-4700,U,Y,Y,Existing or more than 2 years old,DAYTON,MONTGOMERY,OH,45431-1261,OH-10,3,541511,White,Not Hispanic or Latino,,58500,,,,,,Corporation,57811,First Financial Bank,CINCINNATI,OH,Female Owned,Veteran,,58870.23,12/17/2020
6547168309,01/27/2021,0593,PPS,MERCER COLOR CORPORATION,425 Hardin St,Coldwater,OH,45828-8742,03/05/2022,Paid in Full,60,100,58500,58500,0,,56343,The Peoples Bank Co,"112-114, W Main St",Coldwater,OH,45828,R,N,N,Existing or more than 2 years old,Coldwater,MERCER,OH,45828-8742,OH-05,7,323111,Unanswered,Unknown/NotStated,,58500,,,,,,Corporation,56343,The Peoples Bank Co,Coldwater,OH,Unanswered,Unanswered,,58891.07,10/08/2021
6947247704,05/01/2020,0593,PPP,"D&G ROOFING AND RESTORATION, LLC",4303 SWIGART RD,BEAVERCREEK,OH,45440-3875,04/10/2021,Paid in Full,24,100,100600,58500,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,BEAVERCREEK,GREENE,OH,45440-3875,OH-10,7,238990,Unanswered,Unknown/NotStated,,58500,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,58997.25,03/18/2021
7181347100,04/14/2020,0549,PPP,"FAST LANE FOODS, LLC",4012 DRYDEN RD,NORTH OLMSTED,OH,44070,04/20/2021,Paid in Full,24,100,58500,58500,0,Jimmy John's,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,NORTH OLMSTED,CUYAHOGA,OH,44070-0001,OH-07,24,722511,White,Not Hispanic or Latino,,58500,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58968,02/17/2021
7378597708,05/01/2020,0549,PPP,SUNGSHIN INC.,6653 GRAFTON RD,VALLEY CITY,OH,44280,01/22/2021,Paid in Full,24,100,58500,58500,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,VALLEY CITY,MEDINA,OH,44280-0180,OH-07,12,453910,Unanswered,Unknown/NotStated,,58500,,,,,,Subchapter S Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,58852.62,12/08/2020
7616507710,05/01/2020,0549,PPP,IMPROVE CONSULTING AND TRAINING GROUP LLC,1667 E 40TH ST,CLEVELAND,OH,44103-2344,04/10/2021,Paid in Full,24,100,58500,58500,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,Unanswered,CLEVELAND,CUYAHOGA,OH,44103-2344,OH-11,3,541618,Unanswered,Unknown/NotStated,,58500,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,59010.25,03/18/2021
7699547705,05/01/2020,0593,PPP,COR-BEN CONSULTANTS INC,1880 MACKENZIE DR,COLUMBUS,OH,43220,04/10/2021,Paid in Full,24,100,58500,58500,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,COLUMBUS,FRANKLIN,OH,43220-0001,OH-03,4,524210,White,Not Hispanic or Latino,,58500,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Non-Veteran,,59003.75,03/16/2021
7812197710,05/01/2020,0593,PPP,THE FIRST UNITARIAN CHURCH OF CINCINNATI,536 LINTON ST,CINCINNATI,OH,45219,09/15/2021,Paid in Full,24,100,58500,58500,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,Unanswered,CINCINNATI,HAMILTON,OH,45219-0001,OH-01,9,813110,Unanswered,Unknown/NotStated,,58500,,,,,,Non-Profit Organization,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,Y,59245.88,08/11/2021
8704647210,04/28/2020,0593,PPP,MERCER COLOR CORPORATION,425 Hardin Street,Coldwater,OH,45828,03/05/2022,Paid in Full,24,100,58500,58500,0,,56343,The Peoples Bank Co,"112-114, W Main St",Coldwater,OH,45828,R,N,N,Existing or more than 2 years old,Coldwater,MERCER,OH,45828-0001,OH-05,7,323111,Unanswered,Unknown/NotStated,,58500,,,,,,Corporation,56343,The Peoples Bank Co,Coldwater,OH,Unanswered,Unanswered,,58908.7,01/12/2021
